Intake number,Address,Manual Status,Status,Verification
298,5109 BIG BeND RD Oroville ca 95965,,No Visible Damage,unverified
299,5630 NEWLAND RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
300,1651 LOG CABIN LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
301,14070 DREXEL DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
302,14315 HOLMWOOD DR MAGALIA CA 95954,No Visible Damage,No Visible Damage,match
303,7215 SKWY #C PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
304,8991 SKWY PARADISE CA 95969,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
305,1428 IDLEWILD LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
306,5590 WILSON LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
307,6060 PENTZ RD #A PARADISE CA 95969,Destroyed (>50%),No Visible Damage,mismatch
308,1869 CONIFER DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
309,5940 CAMINO LN #1 PARADISE CA 95969,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
310,2321 HONEY RUN RD #45 CHICO CA 95928,Destroyed (>50%),Destroyed (>50%),match
311,6264 SEABURY CT MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
312,5278 S LIBBY RD PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
313,1060 BUSCHMANN RD #25 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
314,5887 OLIVER RD #1 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
315,6094 VISTA KNOLLS DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
316,6355 FRANK TURNER WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
317,14140 WYCLIFF WAY MAGALIA CA 1984,No Visible Damage,Destroyed (>50%),mismatch
318,84 GRINDING ROCK RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
319,13758 GILFILLAN DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
320,1146 ELLIOTT RD #9 PARADISE CA 95969,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
321,730 DAMROW LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
322,5585 DESANTE LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
323,14800 CRESCENT DR MAGALIA CA 95954,,No Visible Damage,unverified
324,1461 CARROLL LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
325,1740 ARANY CT PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
326,13620 JENNIFER CT MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
327,13740 SKWY MAGALIA CA 95954-9765,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
328,13936 CARVER DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
329,931 ELLIOTT RD #A PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
330,14846 MAGNOLIA DR MAGALIA CA 95954,,No Visible Damage,unverified
331,8601 SKWY #C PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
332,1532 BIG TREE LN PARADISE CA 95927,Destroyed (>50%),Destroyed (>50%),match
333,1744 DRAYER DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
334,538 VALLEY VIEW DR PARADISE CA 95969,No Visible Damage,Affected (1-9%),mismatch
335,1340 BILLE RD #64 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
336,6355 FRANK TURNER WAY PARADISE CA 95969,,Destroyed (>50%),unverified
337,5707 NEWMAN AVE PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
338,1853 JUNE WAY PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
339,13694 S PARK DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
340,1554 GATE LN PARADISE CA 95969,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
341,5480 EDGEWOOD LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
342,6082 LUCKY JOHN RD PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
343,14162 RACINE CIR MAGALIA CA 95969,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
344,5154 LAUREL OAK RD #C PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
345,327 REDBUD DR PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
346,14838 GLENWOOD DR MAGALIA CA 95954,Destroyed (>50%),No Visible Damage,mismatch
347,13930 CRESTON RD MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
348,504 MONTGOMERY PL PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
349,6280 SPAR WAY MAGALIA CA 95954,,No Visible Damage,unverified
350,971 VILLAGE PKWY #B PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
351,615 PEARSON RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
352,730 N CLOUD DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
353,5897 CLARK RD #4 PARADISE CA 95969,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
354,5583 ANGEL DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
355,6710 INDIAN DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
356,6737 ISHI DR MAGALIA CA 95954,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
357,1079 LISA LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
358,6165 LAZY OAK DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
359,6301 JANINE CT MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
360,6015 HAZEL WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
361,3488 HOFFMAN RD OROVILLE CA 95965,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
362,5268 CALIFORNIA WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
363,6327 FRANK TURNER WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
364,2321 HONEY RUN RD #7a CHICO CA 95928,Destroyed (>50%),Destroyed (>50%),match
365,6015 HAZEL WAY PARADISE CA 95969,,Destroyed (>50%),unverified
366,94 GRINDING ROCK RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
367,5708 COPELAND RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
368,2321 HONEY RUN RD #21 CHICO CA 95928,Destroyed (>50%),Destroyed (>50%),match
369,4318 BIG BeND RD #10 Oroville ca 95965,Destroyed (>50%),No Visible Damage,mismatch
370,463 NEVER NEVER LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
371,14360 SKWY #B1 MAGALIA CA 95954,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
372,7726 SKWY #44 PARADISE CA 95969,Destroyed (>50%),No Visible Damage,mismatch
373,12065 MERLIN LN CHICO CA 95928,Destroyed (>50%),Destroyed (>50%),match
374,5922 CRESTMOOR DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
375,1834 SUNRISE LN PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
376,6385 AUGUST LN PARADISE CA 95969,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
377,1405 W DOTTIE LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
378,1009 VILLAGE PKWY #C PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
379,1059 PEARSON RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
380,13788 SOUTH PARK DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
381,1232 PEARSON RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
382,1040 BUSCHMANN RD #80 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
383,5941 CAMINO LN #8 PARADISE CA 95969,No Visible Damage,Destroyed (>50%),mismatch
384,4333 PENTZ RD #4B PARADISE CA 95969,Destroyed (>50%),No Visible Damage,mismatch
385,13788 SOUTH PARK DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
386,6340 TABERNACLE LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
387,6367 SCRIPPS CT MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
388,5393 SAWMILL RD #30 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
389,5020 MALIBU DR PARADISE CA SAME,Destroyed (>50%),Destroyed (>50%),match
390,1348 ELLIOTT RD #1 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
391,6604 ROCKY LN PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
392,14360 A29 SKWY MEGALIA CA 95954,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
393,1893 ARROWHEAD DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
394,949 CENTRAL PARK DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
395,6225 LANCASTER DR PARADISE CA 95969,Affected (1-9%),Uncertain (Nearby features vary in damage),uncertain
396,6353 FOREST LN PARADISE CA 95969,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
397,14863 UPLAND RD MAGALIA CA 95969,,No Visible Damage,unverified
398,5690 PARADISE AVE PARADISE CA 95969,Affected (1-9%),Uncertain (Nearby features vary in damage),uncertain
399,5343 NEWLAND RD PARADISE CA 95969,No Visible Damage,Destroyed (>50%),mismatch
400,13948 CARVER DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
401,1985 ENCINA GRANDE RD BERRY CREEK CA 95916,,No Visible Damage,unverified
402,5084 PENTZ RD #8 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
403,1479 ST PETERS CT PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
404,14070 CRESTON RD MAGALIA CA 95954,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
405,330 STARLIGHT CT PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
406,6512 SHAW CIR MAGALIA CA 95964,Destroyed (>50%),Destroyed (>50%),match
407,706 EDWARDS LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
408,831 BUSCHMANN RD #B PARADISE CA 95969,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
409,1640 TIMBERWALK WAY PARADISE CA 95928,Destroyed (>50%),Destroyed (>50%),match
410,1570 SYLVAN WAY PARADISE CA 95969,,Destroyed (>50%),unverified
411,3805 WINDERMERE LN OROVILLE CA 95965,,Uncertain (Nearby features vary in damage),unverified
412,1060 BUSCHMANN RD #39 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
413,1466 JONES LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
414,14198 MONTE CALLE LN MAGALIA CA 95954,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
415,14477 HOLMWOOD DR MAGALIA CA 95954,,No Visible Damage,unverified
416,1625 GRAYSTONE CT PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
417,15622 COUTOLENC RD MAGALIA CA 95954,,No Visible Damage,unverified
418,6650 DOLORES DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
419,2920 CLARK RD #K13 OROVILLE CA 95965,No Visible Damage,No Visible Damage,match
420,1016 PLEASANT LN #1 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
421,6142 SOME WAY MAGALIA CA 95954,,No Visible Damage,unverified
422,10129 PALERMO HONCUT HWY OROVILLE CA 95966,,No Visible Damage,unverified
423,5768 PASCHAL WAY MAGALIA CA 95954,,No Visible Damage,unverified
424,15622 COUTOLENC RD MAGALIA CA 95954,,No Visible Damage,unverified
425,8764 SKWY #B5 PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
426,3138 TANGEMAN TRL PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
427,17199 MANZANITA ST STIRLING CITY CA 95978,,No Visible Damage,unverified
428,65 RON RD BERRY CREEK CA 95916,,No Visible Damage,unverified
429,8764 SKWY #B5 PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
430,14156 NORWICH CIR MAGALIA CA 95954,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
431,5001 RAVELLE CT PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
432,13783 ANDOVER DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
433,5604 JEWELL RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
434,468CRESTVIW CIR PARADISE CA 95969,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
435,605 ROE RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
436,5583 LINRICH LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
437,1621B KINGDOM CT PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
438,1354 ELLIOTT RD #7 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
439,13846 TULSA CT MAGALIA CA 95954-9571,Destroyed (>50%),Destroyed (>50%),match
440,6295 VICTORIA CT MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
441,5851 ALLWOOD LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
442,6209 SHOUP CT MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
443,6029 SHOUP CT MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
444,7209 SKWY #18 PARADISE CA 95969,Destroyed (>50%),No Visible Damage,mismatch
445,1841 MERRILL RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
446,14827 HOLMWOOD DR MAGALIA CA 95954,,No Visible Damage,unverified
447,6287 COLUMBINE RD MAGALIA CA 95954,,No Visible Damage,unverified
448,4985 RAVELLE CT PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
449,5795 SAWMILL RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
450,1781 FOREST GLEN RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
451,6299 CHATHAM CT MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
452,5468 PENTZ RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
453,1486 BAILEY LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
454,5975 AXWELL DR #2 PARADISE CA 95969,Destroyed (>50%),No Visible Damage,mismatch
455,938 BILLE RD PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
456,5954 SKWY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
457,1859 HONEY RUN RD CHICO CA 95928,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
458,5397 FILBERT ST PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
459,13512 CIRBY CREEK RD OROVILLE CA 95965,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
460,5815 FICKETT LN PARADISE CA 96002,Destroyed (>50%),Destroyed (>50%),match
461,5694 LITTLE GRAND CANYON DR PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
462,5995 MAXWELL DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
463,11877 CONCOW RD OROVILLE CA 95965,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
464,5995 MAXWELL DR PARADISE CA 95969\,,Destroyed (>50%),unverified
465,711 BUSCHMANN RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
466,"6197 W. Wagstaff Rd.,PARADISE CA 95969",,Destroyed (>50%),unverified
467,1040 BUSCHMANN RD #57 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
468,6242 WESLEYAN CT MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
469,14360 SKWY MAGAILA CA 95954,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
470,6247 WOODBERY DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
471,6224 MELODY LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
472,15148 JACK PINE WAY MAGALIA CA 95954,,No Visible Damage,unverified
473,455 APPLE LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
474,132 COAST RANGE LN PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
475,13841 FERGUSON DR MAGALA CA 95954,Destroyed (>50%),Destroyed (>50%),match
476,685 ELLIOTT RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
477,1830 CLEAR BROOK LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
478,5959 HAPPY HOLLOW RD MAGALIA CA 95954,No Visible Damage,No Visible Damage,match
479,980 BELLA VISTA AVE PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
480,374 CIRCLEWOOD DR PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
481,14087 SKWY MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
482,816 BILLE RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
483,5412 S LIBBY RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
484,3569 CONNIE CIR #B PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
485,1323 BRILL RD PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
486,5851 JAMES DR #C PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
487,1646 LOG CABIN LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
488,262 TRANQUIL DR PARADISE CA 96969,Destroyed (>50%),Destroyed (>50%),match
489,13716 W PARK DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
490,1611 ELLIOTT RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
491,14435C SKWY MAGALIA CA 95954,,No Visible Damage,unverified
492,6849 DARREN LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
493,975 VILLAGE PKWY #B PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
494,5429 S LIBBY RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
495,6808 LEONE WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
496,1272 BILLE RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
497,5890 CRESTMOOR DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
498,13491 AUROA CT MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
499,1455 BEL AIR DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
500,798 CAMELLIA DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
501,5340 HARRISON RD PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
502,6384 LANCASTER DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
503,479 VALLEY VIEW DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
504,1280 WAGSTAFF RD #58 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
505,500 HILLVIEW RIDGE LN #203 OROVILLE CA 95966,,No Visible Damage,unverified
506,15079 PIÑON RD MAGALIA CA 95954,,No Visible Damage,unverified
507,567 VALLEY VIEW DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
508,1214 ARLENE WAY #B PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
509,14360 SKWY #C6 MAGALIA CA 95954,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
510,1567 LILAC WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
511,1590 GATE LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
512,5577 SCOTTWOOD RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
513,901 WAGSTAFF RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
514,14435 SKWY #A and B MAGALIA CA 95954,,No Visible Damage,unverified
515,6742 INDIAN DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
516,6467 GREGORY LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
517,341 SANBAR CT PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
518,1011 VILLAGE PKWY #A PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
519,6374 PONDEROSA WAY MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
520,13776 GILFILLAN DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
521,6033 MARY LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
522,5846 JAMES DR #B PARADISE CA 95969,Destroyed (>50%),No Visible Damage,mismatch
523,14258 SKWY CHICO CA 95954,Destroyed (>50%),Destroyed (>50%),match
524,455 APPLE LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
525,6617 FIRLAND DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
526,5523 PALOMA AVE PARADISE CA 95969,No Visible Damage,Destroyed (>50%),mismatch
527,14415 COLTER WAY MAGALIA CA 95954,,No Visible Damage,unverified
528,14360 SKWY #C6 MAGALIA CA 95954,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
529,5780 DEANNA WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
530,1087 PEARSON RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
531,13815 GRANADA DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
532,115008 JACK PINE WAY MAGALIA CA 95954,,No Visible Damage,unverified
533,1446 TONI DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
534,874 BUSCHMANN RD #A PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
535,14380 CLARION WAY MAGALIA CA 95954,,No Visible Damage,unverified
