Intake #,Full Addr,Damage,Notes,Reviewer,interactive map,http://calfire-forestry.maps.arcgis.com/apps/webappviewer/index.html?id=5306cc8cf38c4252830a38d467d33728&extent=-13547810.5486%2C4824920.1673%2C-13518764.4778%2C4841526.1117%2C102100,Street,City,State,Zipcode,temp,Intake #
159,6655 NEDRY DR PARADISE CA 95969,No Visible Damage,,Jimmy,,,6655 NEDRY DR,PARADISE,CA,95969,6655 NEDRY DR PARADISE,159
160,1452 STONEHURST DR PARADISE CA 95969,Destroyed (>50%),,Jimmy,,,1452 STONEHURST DR,PARADISE,CA,95969,1452 STONEHURST DR PARADISE,160
161,13390 MIDDLESPRINGS RD OROVILLE CA 95965,,Address is invalid in the map,Jimmy,,,13390 MIDDLESPRINGS RD,OROVILLE,CA,95965,13390 MIDDLESPRINGS RD OROVILLE,161
162,5000 MALIBU DR PARADISE CA 95969,Destroyed (>50%),,Jimmy,,,5000 MALIBU DR,PARADISE,CA,95969,5000 MALIBU DR PARADISE,162
163,1452 STONEHURST DR PARADISE CA 95969,Destroyed (>50%),,Jimmy,,,1452 STONEHURST DR,PARADISE,CA,95969,1452 STONEHURST DR PARADISE,163
164,6655 NEDRY DR PARADISE CA 95969,No Visible Damage,,Jimmy,,,6655 NEDRY DR,PARADISE,CA,95969,6655 NEDRY DR PARADISE,164
165,2920 CLARK RD #K2 OROVILLE CA 95965,No Visible Damage,,Jimmy,,,2920 CLARK RD #K2,OROVILLE,CA,95965,2920 CLARK RD #K2 OROVILLE,165
166,14360 SKWY MAGALIA CA 95954,No Visible Damage,,Jimmy,,,14360 SKWY,MAGALIA,CA,95954,14360 SKWY MAGALIA,166
167,3997 SKYVIEW DR PARADISE CA 95969,Destroyed (>50%),,Jimmy,,,3997 SKYVIEW DR,PARADISE,CA,95969,3997 SKYVIEW DR PARADISE,167
168,13477 GILIFILIAN DR MAGALIA CA 95954,Destroyed (>50%),,Jimmy,,,13477 GILIFILIAN DR,MAGALIA,CA,95954,13477 GILIFILIAN DR MAGALIA,168
169,2920 CLARK RD #K12 OROVILLE CA 95965,No Visible Damage,,Jimmy,,,2920 CLARK RD #K12,OROVILLE,CA,95965,2920 CLARK RD #K12 OROVILLE,169
170,869 CENTRAL PARK DR PARADISE CA 95969,Destroyed (>50%),,Jimmy,,,869 CENTRAL PARK DR,PARADISE,CA,95969,869 CENTRAL PARK DR PARADISE,170
171,14360 SKWY MAGALIA CA 95954,,Duplicate case #166,Jimmy,,,14360 SKWY,MAGALIA,CA,95954,14360 SKWY MAGALIA,171
172,5446 BLACK OLIVE DR #10 PARADISE CA 95969,Destroyed (>50%),,Jimmy,,,5446 BLACK OLIVE DR #10,PARADISE,CA,95969,5446 BLACK OLIVE DR #10 PARADISE,172
173,2920 CLARK RD #E9 BUTTE VALLEY CA 95965,,The address should be Oroville? Dup #165,Jimmy,,,2920 CLARK RD #E9 BUTTE,VALLEY,CA,95965,2920 CLARK RD #E9 BUTTE VALLEY,173
174,6469 CLARK RD PARADISE CA 95969,No Visible Damage,,Jimmy,,,6469 CLARK RD,PARADISE,CA,95969,6469 CLARK RD PARADISE,174
175,14360 SKWY MAGALIA CA 95954,,Dup #166,Jimmy,,,14360 SKWY,MAGALIA,CA,95954,14360 SKWY MAGALIA,175
176,8279 SKWY PARADISE CA 95969,No Visible Damage,,Jimmy,,,8279 SKWY,PARADISE,CA,95969,8279 SKWY PARADISE,176
177,5776 BLACK OLIVE DR #3 PARADISE CA 95969,Destroyed (>50%),,Jimmy,,,5776 BLACK OLIVE DR #3,PARADISE,CA,95969,5776 BLACK OLIVE DR #3 PARADISE,177
178,6433 MOSS LN PARADISE CA 95969,Destroyed (>50%),,Jimmy,,,6433 MOSS LN,PARADISE,CA,95969,6433 MOSS LN PARADISE,178
179,5570 FOLAND RD PARADISE CA 95969,Destroyed (>50%),,Jimmy,,,5570 FOLAND RD,PARADISE,CA,95969,5570 FOLAND RD PARADISE,179
180,1200 ALTA CEDAR DR PARADISE CA 95969,Destroyed (>50%),,Jimmy,,,1200 ALTA CEDAR DR,PARADISE,CA,95969,1200 ALTA CEDAR DR PARADISE,180
181,6260 PONDEROSA WAY MAGAILA CA 95954,Destroyed (>50%),,Jimmy,,,6260 PONDEROSA WAY,MAGAILA,CA,95954,6260 PONDEROSA WAY MAGAILA,181
182,4200 PINE CLUSTER LN OROVILLE CA 95965,Destroyed (>50%),,Jimmy,,,4200 PINE CLUSTER LN,OROVILLE,CA,95965,4200 PINE CLUSTER LN OROVILLE,182
183,6040 PECK LN PARADISE CA 95969,Destroyed (>50%),,Jimmy,,,6040 PECK LN,PARADISE,CA,95969,6040 PECK LN PARADISE,183
184,738 MADRONE WAY PARADISE CA 95969,Destroyed (>50%),,Jimmy,,,738 MADRONE WAY,PARADISE,CA,95969,738 MADRONE WAY PARADISE,184
185,5773 FOSTER RD PARADISE CA 95969,Destroyed (>50%),,Jimmy,,,5773 FOSTER RD,PARADISE,CA,95969,5773 FOSTER RD PARADISE,185
186,14753 BRIARWOOD DR MAGALIA CA 95954,,No data available in the Map,Jimmy,,,14753 BRIARWOOD DR,MAGALIA,CA,95954,14753 BRIARWOOD DR MAGALIA,186
187,14116 RACINE CIR MAGALIA CA 95954,No Visible Damage,,Jimmy,,,14116 RACINE CIR,MAGALIA,CA,95954,14116 RACINE CIR MAGALIA,187
188,6020 PECK LN #A PARADISE CA 95969,Destroyed (>50%),,Jimmy,,,6020 PECK LN #A,PARADISE,CA,95969,6020 PECK LN #A PARADISE,188
189,4318 BIG BeND RD #24 OROVILLE CA 95965,Destroyed (>50%),Should be 4318 Big Bend Road?,Jimmy,,,4318 BIG BeND RD #24,OROVILLE,CA,95965,4318 BIG BeND RD #24 OROVILLE,189
190,5616 JEWELL RD PARADISE CA 95969,Destroyed (>50%),,Jimmy,,,5616 JEWELL RD,PARADISE,CA,95969,5616 JEWELL RD PARADISE,190
191,4318 BIG BeND RD #5 OROVILLE CA 95965,Destroyed (>50%),"Should be ""Big Bend""?",Jimmy,,,4318 BIG BeND RD #5,OROVILLE,CA,95965,4318 BIG BeND RD #5 OROVILLE,191
192,4318 BIG BeND RD #5 OROVILLE CA 95965,,Dup #191,Jimmy,,,4318 BIG BeND RD #5,OROVILLE,CA,95965,4318 BIG BeND RD #5 OROVILLE,192
193,4200 PINE CLUSTER LN OROVILLE CA 95965,,Dup#182,Jimmy,,,4200 PINE CLUSTER LN,OROVILLE,CA,95965,4200 PINE CLUSTER LN OROVILLE,193
194,5374 EDGEWOOD LN #C PARADISE CA 95969,Destroyed (>50%),,Jimmy,,,5374 EDGEWOOD LN #C,PARADISE,CA,95969,5374 EDGEWOOD LN #C PARADISE,194
195,1423 WOLF LN PARADISE CA 95969,Destroyed (>50%),,Jimmy,,,1423 WOLF LN,PARADISE,CA,95969,1423 WOLF LN PARADISE,195
196,1641 TIMBER WALK WAY PARADISE CA 95969,Destroyed (>50%),,Jimmy,,,1641 TIMBER WALK WAY,PARADISE,CA,95969,1641 TIMBER WALK WAY PARADISE,196
197,2119 HONEY RUN RD CHICO CA 95928,Destroyed (>50%),,Jimmy,,,2119 HONEY RUN RD,CHICO,CA,95928,2119 HONEY RUN RD CHICO,197
198,1287 CLARK RD PARADISE CA 95916,Destroyed (>50%),,Jimmy,,,1287 CLARK RD,PARADISE,CA,95916,1287 CLARK RD PARADISE,198
199,1423 WOLF LN PARADISE CA 95969,,Dup #195,Jimmy,,,1423 WOLF LN,PARADISE,CA,95969,1423 WOLF LN PARADISE,199
200,7726 SKWY #41 PARADISE CA 95969-3360,Destroyed (>50%),Mobile Home Single Wide,Jasmine,,,7726 SKWY #41 PARADISE CA,9,CA,-3360,7726 SKWY #41 PARADISE CA 9,200
201,14748 MASTERSON WAY MAGALIA CA 95954,,no data,Jasmine,,,14748 MASTERSON WAY,MAGALIA,CA,95954,14748 MASTERSON WAY MAGALIA,201
202,JORDAN HILL RD #43 MAGALIA CA 95954,,no data,Jasmine,,,JORDAN HILL RD #43,MAGALIA,CA,95954,JORDAN HILL RD #43 MAGALIA,202
203,6075 WESTCHESTER WAY PARADISE CA 95969,Destroyed (>50%),Single Family Residence Single Story,Jasmine,,,6075 WESTCHESTER WAY,PARADISE,CA,95969,6075 WESTCHESTER WAY PARADISE,203
204,650 SUNSET DR PARADISE CA 95969,Destroyed (>50%),Single Family Residence Single Story,Jasmine,,,650 SUNSET DR,PARADISE,CA,95969,650 SUNSET DR PARADISE,204
205,6177 GREENWOOD DR PARADISE CA 95969,Destroyed (>50%),Single Family Residence Single Story,Jasmine,,,6177 GREENWOOD DR,PARADISE,CA,95969,6177 GREENWOOD DR PARADISE,205
206,6174 GREENWOOD DR PARADISE CA 95969,Destroyed (>50%),Single Family Residence Single Story,Jasmine,,,6174 GREENWOOD DR,PARADISE,CA,95969,6174 GREENWOOD DR PARADISE,206
207,14467 HOLMWOOD DR MAGALIA CA 95954,,no data,Jasmine,,,14467 HOLMWOOD DR,MAGALIA,CA,95954,14467 HOLMWOOD DR MAGALIA,207
208,14467 HOLMWOOD DR MAGALIA CA 95954,,duplicate: same address as Intake #207,Jasmine,,,14467 HOLMWOOD DR,MAGALIA,CA,95954,14467 HOLMWOOD DR MAGALIA,208
209,14467 HOLMWOOD DR MAGALIA CA 95954,,duplicate: same address as Intake #207,Jasmine,,,14467 HOLMWOOD DR,MAGALIA,CA,95954,14467 HOLMWOOD DR MAGALIA,209
210,6278 PRENTIS CT MAGALIA CA 95954,Affected (1-9%),Single Family Residence Multi Story,Jasmine,,,6278 PRENTIS CT,MAGALIA,CA,95954,6278 PRENTIS CT MAGALIA,210
211,1768 HONEY RUN RD CHICO CA 95928,No Visible Damage,Single Family Residence Single Story,Jasmine,,,1768 HONEY RUN RD,CHICO,CA,95928,1768 HONEY RUN RD CHICO,211
212,5386 SAWMILL RD #a PARADISE CA 95969,Destroyed (>50%),either Mobile Home Double Wide or Single Family Residence Single Story,Jasmine,,,5386 SAWMILL RD #a,PARADISE,CA,95969,5386 SAWMILL RD #a PARADISE,212
213,17189 SKWY STIRLING CITY CA 95978,,no data,Jasmine,,,17189 SKWY STIRLING,CITY,CA,95978,17189 SKWY STIRLING CITY,213
214,1792 DEAN RD PARADISE CA 95969,Destroyed (>50%),Single Family Residence Multi Story,Jasmine,,,1792 DEAN RD,PARADISE,CA,95969,1792 DEAN RD PARADISE,214
215,5558 NEWLAND RD PARADISE CA 95969,Destroyed (>50%),Single Family Residence Single Story,Jasmine,,,5558 NEWLAND RD,PARADISE,CA,95969,5558 NEWLAND RD PARADISE,215
216,1641 Timber  WALK WAY PARADISE CA 95969,Destroyed (>50%),Mobile Home Double Wide,Jasmine,,,1641 Timber  WALK WAY,PARADISE,CA,95969,1641 Timber  WALK WAY PARADISE,216
217,5819 GOLDEN OAKS RD PARADISE CA 95969,Destroyed (>50%),Single Family Residence Multi Story,Jasmine,,,5819 GOLDEN OAKS RD,PARADISE,CA,95969,5819 GOLDEN OAKS RD PARADISE,217
218,5819 GOLDEN OAKS RD PARADISE CA 95969,,duplicate: same address as Intake #217,Jasmine,,,5819 GOLDEN OAKS RD,PARADISE,CA,95969,5819 GOLDEN OAKS RD PARADISE,218
219,6110 GUILFORD CIR MAGALIA CA 95954,,no data,Jasmine,,,6110 GUILFORD CIR,MAGALIA,CA,95954,6110 GUILFORD CIR MAGALIA,219
220,14730 WOOD DR MAGALIA CA 95954,,no data,Jasmine,,,14730 WOOD DR,MAGALIA,CA,95954,14730 WOOD DR MAGALIA,220
221,5565 LOGAN DR PARADISE CA 95969,Destroyed (>50%),Mobile Home Single Wide,Jasmine,,,5565 LOGAN DR,PARADISE,CA,95969,5565 LOGAN DR PARADISE,221
222,1340 BILLE RD #2 PARADISE CA 95969,Destroyed (>50%),Mobile Home,Jasmine,,,1340 BILLE RD #2,PARADISE,CA,95969,1340 BILLE RD #2 PARADISE,222
223,5533 SCOTTWOOD RD PARADISE CA 95969,Destroyed (>50%),Single Family Residence Single Story,Jasmine,,,5533 SCOTTWOOD RD,PARADISE,CA,95969,5533 SCOTTWOOD RD PARADISE,223
224,1566 BILLE RD PARADISE CA 95969,Destroyed (>50%),Mobile Home Double Wide,Jasmine,,,1566 BILLE RD,PARADISE,CA,95969,1566 BILLE RD PARADISE,224
225,5819 GOLDEN OAKS RD PARADISE CA 95969,,duplicate: same address as Intake #217,Jasmine,,,5819 GOLDEN OAKS RD,PARADISE,CA,95969,5819 GOLDEN OAKS RD PARADISE,225
226,1528 DELLA LN PARADISE CA 95969,Destroyed (>50%),Single Family Residence Multi Story,Jasmine,,,1528 DELLA LN,PARADISE,CA,95969,1528 DELLA LN PARADISE,226
227,5935 N LIBBY RD PARADISE CA 95969,Destroyed (>50%),Single Family Residence Single Story,Jasmine,,,5935 N LIBBY RD,PARADISE,CA,95969,5935 N LIBBY RD PARADISE,227
228,5247 EDGEWOOD LN PARADISE CA 95969,Destroyed (>50%),Mobile Home Single Wide,Jasmine,,,5247 EDGEWOOD LN,PARADISE,CA,95969,5247 EDGEWOOD LN PARADISE,228
229,1759 SUNRISE LN PARADISE CA 95969,Destroyed (>50%),either Mobile Home Single Wide or Single Family Residence Single Story,Jasmine,,,1759 SUNRISE LN,PARADISE,CA,95969,1759 SUNRISE LN PARADISE,229
230,6341 HARVEY RD PARADISE CA 95969,Destroyed (>50%),Single Family Residence Single Story,Jasmine,,,6341 HARVEY RD,PARADISE,CA,95969,6341 HARVEY RD PARADISE,230
231,5565 HEAVENLY PL PARADISE CA 95969,Destroyed (>50%),,Leon,,,5565 HEAVENLY PL,PARADISE,CA,95969,5565 HEAVENLY PL PARADISE,231
232,5921 CAMINO LN #12 PARADISE CA 95969,No Visible Damage,,Leon,,,5921 CAMINO LN #12,PARADISE,CA,95969,5921 CAMINO LN #12 PARADISE,232
233,7174 CLARK RD #4 PARADISE CA 95969,Destroyed (>50%),,Leon,,,7174 CLARK RD #4,PARADISE,CA,95969,7174 CLARK RD #4 PARADISE,233
234,6341 HARVEY RD PARADISE CA 95969,Destroyed (>50%),Addr#230,,,,6341 HARVEY RD,PARADISE,CA,95969,6341 HARVEY RD PARADISE,234
235,1520 FRONTIER RD PARADISE CA 95969,Destroyed (>50%),,Leon,,,1520 FRONTIER RD,PARADISE,CA,95969,1520 FRONTIER RD PARADISE,235
236,6230 WYACK CT MAGALIA CA 95954,Destroyed (>50%),,Leon,,,6230 WYACK CT,MAGALIA,CA,95954,6230 WYACK CT MAGALIA,236
237,707 DAMROW LN PARADISE CA 95969,Destroyed (>50%),,Leon,,,707 DAMROW LN,PARADISE,CA,95969,707 DAMROW LN PARADISE,237
238,6799 SKWY #38 PARADISE CA 95969,No Visible Damage,,Leon,,,6799 SKWY #38,PARADISE,CA,95969,6799 SKWY #38 PARADISE,238
239,6131 BOWLES BLVD PARADISE CA 95969,Destroyed (>50%),,Leon,,,6131 BOWLES BLVD,PARADISE,CA,95969,6131 BOWLES BLVD PARADISE,239
240,5735 REED LN #B PARADISE CA 95969,Destroyed (>50%),,Leon,,,5735 REED LN #B,PARADISE,CA,95969,5735 REED LN #B PARADISE,240
241,14360 SKWY MAGALIA CA 95954,No Visible Damage,Addr#166,,,,14360 SKWY,MAGALIA,CA,95954,14360 SKWY MAGALIA,241
242,5454 SAWMILL RD #1 PARADISE CA 95969,Destroyed (>50%),,Leon,,,5454 SAWMILL RD #1,PARADISE,CA,95969,5454 SAWMILL RD #1 PARADISE,242
243,266 ROE RD PARADISE CA 95969,Destroyed (>50%),,Leon,,,266 ROE RD,PARADISE,CA,95969,266 ROE RD PARADISE,243
244,14655 SKWY MAGALIA CA 95954,,no data,Leon,,,14655 SKWY,MAGALIA,CA,95954,14655 SKWY MAGALIA,244
245,13798 S PARK DR MAGALIA CA 95954,Destroyed (>50%),,Leon,,,13798 S PARK DR,MAGALIA,CA,95954,13798 S PARK DR MAGALIA,245
246,1340 BELLE RD #3 PARADISE CA 95969,Destroyed (>50%),,Leon,,,1340 BELLE RD #3,PARADISE,CA,95969,1340 BELLE RD #3 PARADISE,246
247,1135 BILLE RD PARADISE95969 CA 95969,Destroyed (>50%),,Leon,,,1135 BILLE RD,PARADISE95969,CA,95969,1135 BILLE RD PARADISE95969,247
248,6341 HARVEY RD PARADISE CA 95969,Destroyed (>50%),Addr#230,,,,6341 HARVEY RD,PARADISE,CA,95969,6341 HARVEY RD PARADISE,248
249,5735 REED LN #A PARADISE CA 95969,Destroyed (>50%),,Leon,,,5735 REED LN #A,PARADISE,CA,95969,5735 REED LN #A PARADISE,249
250,6411 LUCKY JOHN RD PARADISE CA 95969,Destroyed (>50%),,Leon,,,6411 LUCKY JOHN RD,PARADISE,CA,95969,6411 LUCKY JOHN RD PARADISE,250
251,6220 FOREST LN PARADISE CA 95969,Destroyed (>50%),,Leon,,,6220 FOREST LN,PARADISE,CA,95969,6220 FOREST LN PARADISE,251
252,627 CIRCLEWOOD DR PARADISE CA 95969,Destroyed (>50%),,Leon,,,627 CIRCLEWOOD DR,PARADISE,CA,95969,627 CIRCLEWOOD DR PARADISE,252
253,5701 NEWLAND RD PARADISE CA 95969,Destroyed (>50%),,Leon,,,5701 NEWLAND RD,PARADISE,CA,95969,5701 NEWLAND RD PARADISE,253
254,7726 SKWY #61 PARADISE CA 95969,Destroyed (>50%),,Leon,,,7726 SKWY #61,PARADISE,CA,95969,7726 SKWY #61 PARADISE,254
255,12002 CONCOW RD OROVILLE CA 95965,No Visible Damage,Maybe no data,Leon,,,12002 CONCOW RD,OROVILLE,CA,95965,12002 CONCOW RD OROVILLE,255
256,1000 ELLIOT RD #J PARADISE CA 95969,No Visible Damage,,Leon,,,1000 ELLIOT RD #J,PARADISE,CA,95969,1000 ELLIOT RD #J PARADISE,256
257,6078 MCKINNEY LN PARADISE CA 95969,Destroyed (>50%),,Leon,,,6078 MCKINNEY LN,PARADISE,CA,95969,6078 MCKINNEY LN PARADISE,257
258,17048 SKWY STIRLING CITY CA 95978,,No data,Leon,,,17048 SKWY STIRLING,CITY,CA,95978,17048 SKWY STIRLING CITY,258
259,6092 MAXWOOD DR PARADISE CA 95969,Destroyed (>50%),,Leon,,,6092 MAXWOOD DR,PARADISE,CA,95969,6092 MAXWOOD DR PARADISE,259
260,1000 ELLIOT RD #J PARADISE CA 95969,No Visible Damage,Addr#256,,,,1000 ELLIOT RD #J,PARADISE,CA,95969,1000 ELLIOT RD #J PARADISE,260
261,9289 SKWY #43 PARADISE CA 95969,Destroyed (>50%),,Leon,,,9289 SKWY #43,PARADISE,CA,95969,9289 SKWY #43 PARADISE,261
262,1555 SAWPECK WAY #A PARADISE CA 95969,Destroyed (>50%),,Leon,,,1555 SAWPECK WAY #A,PARADISE,CA,95969,1555 SAWPECK WAY #A PARADISE,262
263,8764 SKWY #B6 PARADISE CA 95969,Destroyed (>50%),,Leon,,,8764 SKWY #B6,PARADISE,CA,95969,8764 SKWY #B6 PARADISE,263
264,800 BILLIE RD PARADISE CA 95969,Destroyed (>50%),,Leon,,,800 BILLIE RD,PARADISE,CA,95969,800 BILLIE RD PARADISE,264
265,1801 STEARNS RD PARADISE CA 95969,Destroyed (>50%),,Leon,,,1801 STEARNS RD,PARADISE,CA,95969,1801 STEARNS RD PARADISE,265
266,6537 LESLEY CT MAGALIA CA 95954,Destroyed (>50%),,Leon,,,6537 LESLEY CT,MAGALIA,CA,95954,6537 LESLEY CT MAGALIA,266
267,14143 ELMIRA CIR MAGALIA CA 95954,Destroyed (>50%),,Leon,,,14143 ELMIRA CIR,MAGALIA,CA,95954,14143 ELMIRA CIR MAGALIA,267
268,17048 SKWY STIRLING CITY CA 95978,,Addr#258,,,,17048 SKWY STIRLING,CITY,CA,95978,17048 SKWY STIRLING CITY,268
269,17048 SKWY STIRLING CITY CA 95978,,Addr#258,,,,17048 SKWY STIRLING,CITY,CA,95978,17048 SKWY STIRLING CITY,269
270,5564 ANGEL DR PARADISE CA 95969,Destroyed (>50%),,Leon,,,5564 ANGEL DR,PARADISE,CA,95969,5564 ANGEL DR PARADISE,270
271,6838 CLARK RD PARADISE CA 95969,Destroyed (>50%),,Leon,,,6838 CLARK RD,PARADISE,CA,95969,6838 CLARK RD PARADISE,271
272,738 MADRONE WAY PARADISE CA 95969,Destroyed (>50%),Addr#184,,,,738 MADRONE WAY,PARADISE,CA,95969,738 MADRONE WAY PARADISE,272
273,1275 LOVELY LN PARADISE CA 95969,Destroyed (>50%),,Leon,,,1275 LOVELY LN,PARADISE,CA,95969,1275 LOVELY LN PARADISE,273
274,6744 ISHI DR MAGALIA CA 95954,Destroyed (>50%),,Leon,,,6744 ISHI DR,MAGALIA,CA,95954,6744 ISHI DR MAGALIA,274
275,7320 PENTZ RD PARADISE CA 95969,Affected (1-9%),,Leon,,,7320 PENTZ RD,PARADISE,CA,95969,7320 PENTZ RD PARADISE,275
276,6582 ROCKY LN #26 PARADISE CA 95969,Destroyed (>50%),,Leon,,,6582 ROCKY LN #26,PARADISE,CA,95969,6582 ROCKY LN #26 PARADISE,276
277,1680 BANDTAIL LN PARADISE CA 95969,Destroyed (>50%),,Leon,,,1680 BANDTAIL LN,PARADISE,CA,95969,1680 BANDTAIL LN PARADISE,277
278,1354 ELLIOTT RD #20 PARADIES CA 95969,Destroyed (>50%),,Leon,,,1354 ELLIOTT RD #20,PARADIES,CA,95969,1354 ELLIOTT RD #20 PARADIES,278
279,1363 PEARSON RD PARADISE CA 95969,Destroyed (>50%),,Leon,,,1363 PEARSON RD,PARADISE,CA,95969,1363 PEARSON RD PARADISE,279
280,1363 PEARSON RD PARADISE CA 95969,Destroyed (>50%),Addr#279,,,,1363 PEARSON RD,PARADISE,CA,95969,1363 PEARSON RD PARADISE,280
281,1363 PEARSON RD PARADISE CA 95969,Destroyed (>50%),Addr#279,,,,1363 PEARSON RD,PARADISE,CA,95969,1363 PEARSON RD PARADISE,281
282,6674 PENTZ RD #40 PARADISE CA 95969,Destroyed (>50%),,Leon,,,6674 PENTZ RD #40,PARADISE,CA,95969,6674 PENTZ RD #40 PARADISE,282
283,1273 ELLIOTT RD PARADISE CA 95969,Destroyed (>50%),,Leon,,,1273 ELLIOTT RD,PARADISE,CA,95969,1273 ELLIOTT RD PARADISE,283
284,327 REDBUD DR PARADISE CA 95969,Destroyed (>50%),,Leon,,,327 REDBUD DR,PARADISE,CA,95969,327 REDBUD DR PARADISE,284
285,14865 NORTHWOOD DR MAGALIA CA 95954,,No data,Leon,,,14865 NORTHWOOD DR,MAGALIA,CA,95954,14865 NORTHWOOD DR MAGALIA,285
286,1387 AGATE LN PARADISE CA 95969,Destroyed (>50%),,Leon,,,1387 AGATE LN,PARADISE,CA,95969,1387 AGATE LN PARADISE,286
287,6562 WHEELER RD PARADISE CA 95969,Destroyed (>50%),,Leon,,,6562 WHEELER RD,PARADISE,CA,95969,6562 WHEELER RD PARADISE,287
288,746 ROE RD PARADISE CA 95969,Affected (1-9%),,Leon,,,746 ROE RD,PARADISE,CA,95969,746 ROE RD PARADISE,288
289,5270 EDGEWOOD LN PARADISE CA 95969,Destroyed (>50%),,Leon,,,5270 EDGEWOOD LN,PARADISE,CA,95969,5270 EDGEWOOD LN PARADISE,289
290,14070 CRESTON RD MAGALIA CA 95954,No Visible Damage,,Leon,,,14070 CRESTON RD,MAGALIA,CA,95954,14070 CRESTON RD MAGALIA,290
291,6265 FERN LN #B PARADISE CA 95969,Destroyed (>50%),,Leon,,,6265 FERN LN #B,PARADISE,CA,95969,6265 FERN LN #B PARADISE,291
292,6314 CHATHAM CT MAGALIA CA 95954,Destroyed (>50%),,Leon,,,6314 CHATHAM CT,MAGALIA,CA,95954,6314 CHATHAM CT MAGALIA,292
293,1673 WAGSTAFF RD PARADISE CA 95969,Destroyed (>50%),,Leon,,,1673 WAGSTAFF RD,PARADISE,CA,95969,1673 WAGSTAFF RD PARADISE,293
294,5738 SCOTTWOOD RD #A PARADISE CA 95968,Destroyed (>50%),,Leon,,,5738 SCOTTWOOD RD #A,PARADISE,CA,95968,5738 SCOTTWOOD RD #A PARADISE,294
295,5607 JEWELL RD PARADISE CA 95969,Destroyed (>50%),,Leon,,,5607 JEWELL RD,PARADISE,CA,95969,5607 JEWELL RD PARADISE,295
296,14202 WINGATE CIR MAGALIA CA 95954,Destroyed (>50%),,Leon,,,14202 WINGATE CIR,MAGALIA,CA,95954,14202 WINGATE CIR MAGALIA,296
297,1840 DRAYER DR PARADISE CA 95969,Destroyed (>50%),,Leon,,,1840 DRAYER DR,PARADISE,CA,95969,1840 DRAYER DR PARADISE,297
298,5109 BIG BeND RD Oroville ca 95965,,No data,Leon,,,5109 BIG BeND RD,Oroville,CA,95965,5109 BIG BeND RD Oroville,298
299,5630 NEWLAND RD PARADISE CA 95969,Destroyed (>50%),,Leon,,,5630 NEWLAND RD,PARADISE,CA,95969,5630 NEWLAND RD PARADISE,299
300,1651 LOG CABIN LN PARADISE CA 95969,Destroyed (>50%),,Leon,,,1651 LOG CABIN LN,PARADISE,CA,95969,1651 LOG CABIN LN PARADISE,300
301,14070 DREXEL DR MAGALIA CA 95954,Destroyed (>50%),,Leon,,,14070 DREXEL DR,MAGALIA,CA,95954,14070 DREXEL DR MAGALIA,301
302,14315 HOLMWOOD DR MAGALIA CA 95954,No Visible Damage,,Leon,,,14315 HOLMWOOD DR,MAGALIA,CA,95954,14315 HOLMWOOD DR MAGALIA,302
303,7215 SKWY #C PARADISE CA 95969,Destroyed (>50%),,Leon,,,7215 SKWY #C,PARADISE,CA,95969,7215 SKWY #C PARADISE,303
304,8991 SKWY PARADISE CA 95969,No Visible Damage,,Leon,,,8991 SKWY,PARADISE,CA,95969,8991 SKWY PARADISE,304
305,1428 IDLEWILD LN PARADISE CA 95969,Destroyed (>50%),,Leon,,,1428 IDLEWILD LN,PARADISE,CA,95969,1428 IDLEWILD LN PARADISE,305
306,5590 WILSON LN PARADISE CA 95969,Destroyed (>50%),,Leon,,,5590 WILSON LN,PARADISE,CA,95969,5590 WILSON LN PARADISE,306
307,6060 PENTZ RD #A PARADISE CA 95969,Destroyed (>50%),,Leon,,,6060 PENTZ RD #A,PARADISE,CA,95969,6060 PENTZ RD #A PARADISE,307
308,1869 CONIFER DR PARADISE CA 95969,Destroyed (>50%),,Leon,,,1869 CONIFER DR,PARADISE,CA,95969,1869 CONIFER DR PARADISE,308
309,5940 CAMINO LN #1 PARADISE CA 95969,No Visible Damage,,Leon,,,5940 CAMINO LN #1,PARADISE,CA,95969,5940 CAMINO LN #1 PARADISE,309
310,2321 HONEY RUN RD #45 CHICO CA 95928,Destroyed (>50%),,Leon,,,2321 HONEY RUN RD #45,CHICO,CA,95928,2321 HONEY RUN RD #45 CHICO,310
311,6264 SEABURY CT MAGALIA CA 95954,Destroyed (>50%),,Leon,,,6264 SEABURY CT,MAGALIA,CA,95954,6264 SEABURY CT MAGALIA,311
312,5278 S LIBBY RD PARADISE CA 95969,Destroyed (>50%),,Leon,,,5278 S LIBBY RD,PARADISE,CA,95969,5278 S LIBBY RD PARADISE,312
313,1060 BUSCHMANN RD #25 PARADISE CA 95969,Destroyed (>50%),,Leon,,,1060 BUSCHMANN RD #25,PARADISE,CA,95969,1060 BUSCHMANN RD #25 PARADISE,313
314,5887 OLIVER RD #1 PARADISE CA 95969,Destroyed (>50%),,Leon,,,5887 OLIVER RD #1,PARADISE,CA,95969,5887 OLIVER RD #1 PARADISE,314
315,6094 VISTA KNOLLS DR PARADISE CA 95969,Destroyed (>50%),,Leon,,,6094 VISTA KNOLLS DR,PARADISE,CA,95969,6094 VISTA KNOLLS DR PARADISE,315
316,6355 FRANK TURNER WAY PARADISE CA 95969,Destroyed (>50%),,Leon,,,6355 FRANK TURNER WAY,PARADISE,CA,95969,6355 FRANK TURNER WAY PARADISE,316
